Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,industry,Summary Quote
CVLT,"CommVault Systems, Inc.",81.58,3805711242,n/a,2006,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cvlt
GSJK,"Compressco Partners, L.P.",20.52,317972995.2,n/a,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/gsjk
CGEN,Compugen Ltd.,5.445,206799798.6,n/a,1981,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cgen
CPSI,"Computer Programs and Systems, Inc.",52.36,580152046.3,n/a,2002,Technology,EDP Services,http://www.nasdaq.com/symbol/cpsi
CTG,"Computer Task Group, Incorporated",24.94,469442253.1,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ctg
CPWR,Compuware Corporation,10.55,2251690551,n/a,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cpwr
SCOR,"comScore, Inc.",25.01,893237227,n/a,1980,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/scor
CHCI,"Comstock Holding Companies, Inc.",2.8578,59085360.79,n/a,2004,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/chci
CMTL,Comtech Telecommunications Corp.,27.59,452613756.9,n/a,1972,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/cmtl
CNSI,Comverse Inc.,30.75,682881424.5,n/a,1991,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/cnsi
CNQR,"Concur Technologies, Inc.",86.75,4843350875,n/a,1998,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cnqr
CCUR,Concurrent Computer Corporation,7.88,72701305.52,n/a,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/ccur
CNMD,CONMED Corporation,33.07,917099554.9,n/a,1987,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cnmd
CTWS,"Connecticut Water Service, Inc.",29.26,321345901.8,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/ctws
CNOB,"ConnectOne Bancorp, Inc.",30.59,153596733.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cnob
CONN,"Conn&#39;s, Inc.",57.96,2071077435,n/a,2003,Consumer Services,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/conn
CNSL,"Consolidated Communications Holdings, Inc.",17.16,688339388.9,n/a,2005,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cnsl
CWCO,Consolidated Water Co. Ltd.,12.24,179115288.5,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/cwco
CTCT,"Constant Contact, Inc.",17.14,526372965.1,n/a,2007,Technology,Advertising,http://www.nasdaq.com/symbol/ctct
CPSS,"Consumer Portfolio Services, Inc.",7.24,146807652,n/a,1992,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/cpss
CPRT,"Copart, Inc.",32.39,4063119014,n/a,1994,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/cprt
CORT,Corcept Therapeutics Incorporated,1.8,179665650,n/a,1982,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cort
BVA,Cordia Bancorp Inc.,3.99,11098392.48,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bva
CORE,"Core-Mark Holding Company, Inc.",64.6,741308902,n/a,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/core
COCO,"Corinthian Colleges, Inc.",2.5,215452862.5,n/a,1999,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/coco
CSOD,"Cornerstone OnDemand, Inc.",45.81,2337835931,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/csod
CRTX,Cornerstone Therapeutics Inc.,8.21,220045651.5,n/a,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/crtx
CNDO,"Coronado Biosciences, Inc.",8.76,245702836.4,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cndo
CRVL,CorVel Corp.,31.41,680184743.6,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/crvl
COSI,"Cosi, Inc.",2.34,42830112.78,n/a,1993,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/cosi
CSGP,"CoStar Group, Inc.",133.19,3801397766,n/a,1998,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/csgp
COST,Costco Wholesale Corporation,116.46,50856245775,n/a,1985,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/cost
CPAH,CounterPath Corporation,1.6999,70719494.79,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/cpah
CRRC,Courier Corporation,14.89,170467777.9,n/a,1972,Consumer Services,Publishing,http://www.nasdaq.com/symbol/crrc
CVTI,"Covenant Transportation Group, Inc.",6.99,103769576.7,n/a,1994,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/cvti
COWN,"Cowen Group, Inc.",3.05,353977766.2,n/a,2006,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cown
CRAI,"CRA International,Inc.",20.31,206674681.9,n/a,1998,Miscellaneous,Other Consumer Services,http://www.nasdaq.com/symbol/crai
CBRL,"Cracker Barrel Old Country Store, Inc.",101.78,2420921472,n/a,1981,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/cbrl
BREW,"Craft Brew Alliance, Inc.",9.95,188165256,n/a,1994,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/brew
CRAY,Cray Inc,21.02,832915986.6,n/a,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/cray
CACC,Credit Acceptance Corporation,110.19,2599106184,n/a,1992,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/cacc
GLDI,Credit Suisse Gold Shares Covered Calls ETN,15.38,208020682.8,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/gldi
SLVO,Credit Suisse Silver Shares Covered Call ETN,17.03,12559625,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/slvo
CREE,"Cree, Inc.",69.63,8211040530,n/a,1993,Technology,Semiconductors,http://www.nasdaq.com/symbol/cree
CRFN,"Crescent Financial Bancshares, Inc.",4.65,214082633.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/crfn
CRESW,Cresud S.A.C.I.F. y A.,0.07,0,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/cresw
CRESY,Cresud S.A.C.I.F. y A.,7.71,382849302,n/a,1997,Finance,Real Estate,http://www.nasdaq.com/symbol/cresy
CXPO,Crimson Exploration Inc.,3.17,147795420.4,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cxpo
CROX,"Crocs, Inc.",17.49,1541156658,n/a,2006,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/crox
ATX,Cross (A.T.) Company,17.21,221761399.7,n/a,n/a,Consumer Durables,Consumer Specialties,http://www.nasdaq.com/symbol/atx
CCRN,"Cross Country Healthcare, Inc.",5.65,174598074.1,n/a,2001,Technology,Professional Services,http://www.nasdaq.com/symbol/ccrn
CRDS,"Crossroads Systems, Inc.",1.87,22185996.03,n/a,1992,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/crds
XTXI,"Crosstex Energy, Inc.",21.28,1012917594,n/a,2004,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/xtxi
XTEX,"Crosstex Energy, L.P.",21.67,1740360693,n/a,2002,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/xtex
CRWS,"Crown Crafts, Inc.",6.32,62113080.08,n/a,n/a,Basic Industries,Textiles,http://www.nasdaq.com/symbol/crws
CRWN,"Crown Media Holdings, Inc.",2.5,899189840,n/a,1983,Consumer Services,Television Services,http://www.nasdaq.com/symbol/crwn
CRMB,"Crumbs Bake Shop, Inc.",1.13,13608423.89,n/a,n/a,Consumer Non-Durables,Food Chains,http://www.nasdaq.com/symbol/crmb
CRMBU,"Crumbs Bake Shop, Inc.",1.19,0,n/a,n/a,Consumer Non-Durables,Food Chains,http://www.nasdaq.com/symbol/crmbu
CRMBW,"Crumbs Bake Shop, Inc.",0.09,0,n/a,n/a,Consumer Non-Durables,Food Chains,http://www.nasdaq.com/symbol/crmbw
CSGS,"CSG Systems International, Inc.",23.6,799679014.4,n/a,1996,Technology,EDP Services,http://www.nasdaq.com/symbol/csgs
CSPI,CSP Inc.,8.86,30592180.12,n/a,1982,Technology,EDP Services,http://www.nasdaq.com/symbol/cspi
CSRE,CSR plc,36.48,1510284732,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/csre
CTCM,"CTC Media, Inc.",12.41,1962774523,n/a,2006,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/ctcm
CTIB,CTI Industries Corporation,4.898,15911868.11,n/a,1997,Basic Industries,Specialty Chemicals,http://www.nasdaq.com/symbol/ctib
CTRP,"Ctrip.com International, Ltd.",33.63,4352345366,n/a,2003,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ctrp
CUNB,CU Bancorp (CA),16.73,179523373,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cunb
CBST,"Cubist Pharmaceuticals, Inc.",53.92,3515928711,n/a,1996,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cbst
CUI,"CUI Global, Inc.",5.88,120794486.4,n/a,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/cui
CPIX,Cumberland Pharmaceuticals Inc.,5.43,100160091.3,n/a,2009,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cpix
CMLS,Cumulus Media Inc.,3.76,661623925.6,n/a,1998,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/cmls
CRIS,"Curis, Inc.",3.82,312032643.2,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cris
CUBI,"Customers Bancorp, Inc",17.5,349477100,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cubi
CUTR,"Cutera, Inc.",9.59,140731610.1,n/a,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cutr
CVBF,CVB Financial Corporation,12.46,1307721943,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cvbf
CVV,CVD Equipment Corporation,10.24,62150348.8,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cvv
CYAN,Cyanotech Corporation,6.032,32958474.02,n/a,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/cyan
CYBX,"Cyberonics, Inc.",52.8,1451163331,n/a,1993,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cybx
CYBE,CyberOptics Corporation,6.06,41969129.94,n/a,1987,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/cybe
CYCC,"Cyclacel Pharmaceuticals, Inc.",3.36,59522783.04,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cycc
CYCCP,"Cyclacel Pharmaceuticals, Inc.",7.2,3030206.4,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cyccp
CYNO,"Cynosure, Inc.",27.12,440811870,n/a,2005,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cyno
CY,Cypress Semiconductor Corporation,11.64,1711528745,n/a,1986,Technology,Semiconductors,http://www.nasdaq.com/symbol/cy
CONE,CyrusOne Inc,21.93,485140679.3,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cone
CYTK,"Cytokinetics, Incorporated",13.82,342308782.3,n/a,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cytk
CYTX,Cytori Therapeutics Inc,2.75,184897875.3,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cytx
CYTXW,Cytori Therapeutics Inc,0.83,0,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cytxw
CYTR,CytRx Corporation,2.57,78429640.9,n/a,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cytr
DAEG,Daegis Inc,1.1,16189554.7,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/daeg
DJCO,Daily Journal Corp. (S.C.),120.86,166876961.6,n/a,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/djco
DAKT,"Daktronics, Inc.",11.26,478521838.7,n/a,1994,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/dakt
DARA,"DARA Biosciences, Inc.",0.5999,14998076.5,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dara
DAIO,Data I/O Corporation,2.11,16358532.49,n/a,1981,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/daio
DTLK,Datalink Corporation,11.37,212516840.6,n/a,1999,Technology,EDP Services,http://www.nasdaq.com/symbol/dtlk
DRAM,Dataram Corporation,4.28,7514079.28,n/a,1984,Technology,Electronic Components,http://www.nasdaq.com/symbol/dram
DWCH,Datawatch Corporation,18.35,118939396.9,n/a,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/dwch
DWSN,Dawson Geophysical Company,40.1,322941620.7,n/a,1981,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dwsn
TRAK,"Dealertrack Technologies, Inc.",38.24,1663024790,n/a,2005,Technology,EDP Services,http://www.nasdaq.com/symbol/trak
DECK,Deckers Outdoor Corporation,55.65,1917234323,n/a,1993,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/deck
DHRM,Dehaier Medical Systems Limited,1.98,9147600,n/a,2010,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dhrm
DFRG,"Del Frisco&#39;s Restaurant Group, Inc.",21.76,517771953.9,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dfrg
DCTH,"Delcath Systems, Inc.",0.384,37142692.99,n/a,2000,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dcth
DLIA,dELIA*s Inc.,1.26,41314914.9,n/a,1996,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/dlia
DELL,Dell Inc.,13.32,23390900845,n/a,1988,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/dell
DGAS,"Delta Natural Gas Company, Inc.",22.45,153916593.9,n/a,1981,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/dgas
DNDN,Dendreon Corporation,4.49,707623842.9,n/a,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dndn
DENN,Denny&#39;s Corporation,5.94,545136817.5,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/denn
XRAY,DENTSPLY International Inc.,41.99,6016434904,n/a,1987,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/xray
DEPO,"Depomed, Inc.",6.14,346933823.2,n/a,1995,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/depo
DSCI,"Derma Sciences, Inc.",14.03,238182525.8,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dsci
DEST,Destination Maternity Corporation,28.98,392285712.4,n/a,1985,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dest
DXLG,"Destination XL Group, Inc.",6.98,354388825.2,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dxlg
DSWL,"Deswell Industries, Inc.",2.38,39002602.24,n/a,1995,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/dswl
DXM,"Dex Media, Inc.",17.85,0,n/a,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/dxm
DXCM,"DexCom, Inc.",23.77,1680525903,n/a,2005,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dxcm
DLLR,DFC Global Corp,15.02,608169998.6,n/a,2005,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/dllr
DMND,"Diamond Foods, Inc.",21.85,486199863.5,n/a,2005,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/dmnd
DHIL,"Diamond Hill Investment Group, Inc.",92.12,299341360.6,n/a,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/dhil
FANG,"Diamondback Energy, Inc.",37.25,1570517067,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/fang
DCIX,Diana Containerships Inc.,4.49,144541918.4,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/dcix
DGII,Digi International Inc.,10.1,261075475.7,n/a,1989,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/dgii
DMRC,Digimarc Corporation,22.11,160813879.1,n/a,1999,Technology,EDP Services,http://www.nasdaq.com/symbol/dmrc
DRAD,Digirad Corporation,2.42,46568251.18,n/a,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/drad
DGLY,"Digital Ally, Inc.",7.24,15027083.36,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/dgly
DCIN,Digital Cinema Destinations Corp.,6.2,39203096,n/a,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/dcin
DGIT,"Digital Generation, Inc.",7.86,218275446.2,n/a,1996,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/dgit
DRIV,"Digital River, Inc.",19.61,691602205.1,n/a,1998,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/driv
DCOM,"Dime Community Bancshares, Inc.",16.95,610757875.4,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/dcom
DIOD,Diodes Incorporated,27.93,1285811036,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/diod
DTV,DIRECTV,64.91,36255637128,n/a,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/dtv
DISCA,"Discovery Communications, Inc.",85.07,20817912196,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/disca
DISCB,"Discovery Communications, Inc.",84.34,552165293,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/discb
DISCK,"Discovery Communications, Inc.",76.64,7064630366,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/disck
DSCO,"Discovery Laboratories, Inc.",1.65,87886816.05,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/dsco
DISH,DISH Network Corporation,43.12,19605227932,n/a,1995,Consumer Services,Television Services,http://www.nasdaq.com/symbol/dish
DVCR,Diversicare Healthcare Services Inc.,4.8,28593676.8,n/a,1991,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/dvcr
BAGR,"Diversified Restaurant Holdings, Inc.",7.63,197765975.8,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bagr
DLHC,DLH Holdings Corp.,0.85,7920471.7,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/dlhc
DNBF,DNB Financial Corp,17.71,48606795.16,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/dnbf
DLTR,"Dollar Tree, Inc.",53.96,12078068341,n/a,1995,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/dltr
DGICA,"Donegal Group, Inc.",14.28,368837120.4,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/dgica
DGICB,"Donegal Group, Inc.",21.37,547919833.4,n/a,1986,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/dgicb
DMLP,"Dorchester Minerals, L.P.",24.9328,764824386,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dmlp
DORM,"Dorman Products, Inc.",46.89,1710506312,n/a,1981,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/dorm
HILL,Dot Hill Systems Corporation,2.69,157676956.6,n/a,n/a,Technology,Electronic Components,http://www.nasdaq.com/symbol/hill
DBLE,Double Eagle Petroleum Company,3.68,41680298.24,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dble
DBLEP,Double Eagle Petroleum Company,25.1206,40444166,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dblep
DOVR,"Dover Saddlery, Inc.",3.8,20285076.4,n/a,2005,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/dovr
DRWI,DragonWave Inc,2.99,113947010.3,n/a,2009,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/drwi
DWA,"Dreamworks Animation SKG, Inc.",25.87,2161842408,n/a,2004,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/dwa
DRYS,DryShips Inc.,1.91,811295886,n/a,2005,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/drys
DSKX,"DS Healthcare Group, Inc.",2.04,24806428.56,n/a,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/dskx
DSPG,"DSP Group, Inc.",8.5,187010038.5,n/a,1994,Technology,Semiconductors,http://www.nasdaq.com/symbol/dspg
DTSI,"DTS, Inc.",23.84,435383221,n/a,1985,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/dtsi
DNKN,"Dunkin&#39; Brands Group, Inc.",44.2,4711715226,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dnkn
DRTX,"Durata Therapeutics, Inc.",7.28,193841931.9,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/drtx
DRRX,Durect Corporation,1.11,113102853.9,n/a,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/drrx
DXPE,"DXP Enterprises, Inc.",68.38,971119084,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dxpe
DYAX,Dyax Corp.,4.26,427183956.2,n/a,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/dyax
BOOM,Dynamic Materials Corporation,17.91,245068028.4,n/a,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/boom
DRCO,Dynamics Research Corporation,5.38,56504520.62,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/drco
DYSL,Dynasil Corporation of America,0.67,10073138.45,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dysl
DYNT,Dynatronics Corporation,2.5501,6423457.09,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dynt
DVAX,Dynavax Technologies Corporation,1.27,232271586.5,n/a,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dvax
ETFC,E*TRADE Financial Corporation,13.42,3849319688,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/etfc
EOPN,"E2open, Inc.",17.85,460102010.6,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/eopn
EBMT,"Eagle Bancorp Montana, Inc.",10.77,41988837.45,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ebmt
EGBN,"Eagle Bancorp, Inc.",24.16,621584324.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/egbn
EGLE,Eagle Bulk Shipping Inc.,3.41,56735893.72,n/a,2005,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/egle
EROC,"Eagle Rock Energy Partners, L.P.",7.75,1232638701,n/a,2006,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/eroc
ELNK,"EarthLink, Inc.",6.64,684332861.9,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/elnk
EWBC,"East West Bancorp, Inc.",28.6,3894601597,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ewbc
EML,Eastern Company (The),16.5,102630148.5,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/eml
EIHI,"Eastern Insurance Holdings, Inc.",20.37,161139105.3,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/eihi
EVBS,"Eastern Virginia Bankshares, Inc.",5.74,34839222.74,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/evbs
EBAY,eBay Inc.,57.04,74025916160,n/a,1995,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ebay
EBIX,Ebix Inc,10.98,408126171.8,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ebix
ELON,Echelon Corporation,2.29,98621378.16,n/a,1998,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/elon
ECHO,"Echo Global Logistics, Inc.",20.32,473700469.9,n/a,2009,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/echo
ECTE,"Echo Therapeutics, Inc.",2.72,29048966.24,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/ecte
SATS,EchoStar Corporation,40.99,3632080533,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/sats
EEI,"Ecology and Environment, Inc.",10.28,43688087.92,n/a,1987,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/eei
ECTY,"Ecotality, Inc.",1.48,49638242.44,n/a,n/a,Consumer Durables,Metal Fabrications,http://www.nasdaq.com/symbol/ecty
EDAP,EDAP TMS S.A.,2.7,49605018.3,n/a,1997,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/edap
EDGW,"Edgewater Technology, Inc.",4.74,51762174.6,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/edgw
EDMC,Education Management Corporation,6.73,838568256.5,n/a,1984,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/edmc
EDUC,Educational Development Corporation,3.18,12634458,n/a,n/a,Consumer Durables,Consumer Specialties,http://www.nasdaq.com/symbol/educ
EVAC,Edwards Group Limited,8.3,936641163.9,n/a,n/a,Capital Goods,Fluid Controls,http://www.nasdaq.com/symbol/evac
EFUT,eFuture Information Technology Inc.,2.71,10778268.91,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/efut
EGAN,eGain Corporation,9.99,250018731,n/a,1999,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/egan
EHTH,"eHealth, Inc.",26.14,508889834.3,n/a,2006,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/ehth
BAGL,"Einstein Noah Restaurant Group, Inc.",16.08,278404360.3,n/a,1995,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bagl
EMITF,Elbit Imaging Ltd.,1.7099,42581313.11,n/a,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/emitf
ESLT,Elbit Systems Ltd.,42.85,1805228807,n/a,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/eslt
ESYS,Elecsys Corporation,6.95,27084122.2,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/esys
